ficheiro,categorias,post,data,largura,altura,legenda
20260216_DU1EXX5je_Y_03.jpg,Velas | Roll-on | Sais de Banho | Outros,https://www.instagram.com/p/DU1EXX5je_Y/,2026-02-16,1440,1920,"💮 kit ""eu cuido de mim"" 💮
mais um conjunto escolhido pela P. para mimar uma amiga:
• uma vela ambiente com óleo essencial de ylang-ylang 
• um frasco de sais de banho com flores secas e óleo essencial de lavanda 
• um roll-on terapêutico para relaxamento 
• um conjunto de 2 ambientadores/wax melts
juntámos tudo numa caixinha artesanal de oferta e escrevemos um pequeno cartão.

mais uma vez, ficamos muito gratas pela confiança e pela escolha 💮

também gostaste? envia-nos uma mensagem privada para encomendar!

#naturalroutine #relaxtime #essentialoils #wellbeing"
20260216_DU1EXX5je_Y_04.jpg,Velas | Roll-on | Sais de Banho | Outros,https://www.instagram.com/p/DU1EXX5je_Y/,2026-02-16,1440,1920,"💮 kit ""eu cuido de mim"" 💮
mais um conjunto escolhido pela P. para mimar uma amiga:
• uma vela ambiente com óleo essencial de ylang-ylang 
• um frasco de sais de banho com flores secas e óleo essencial de lavanda 
• um roll-on terapêutico para relaxamento 
• um conjunto de 2 ambientadores/wax melts
juntámos tudo numa caixinha artesanal de oferta e escrevemos um pequeno cartão.

mais uma vez, ficamos muito gratas pela confiança e pela escolha 💮

também gostaste? envia-nos uma mensagem privada para encomendar!

#naturalroutine #relaxtime #essentialoils #wellbeing"
20260722_DbG5fRHgnnG_01.jpg,Velas,https://www.instagram.com/p/DbG5fRHgnnG/,2026-07-22,2761,3451,"✨ encomenda personalizada
desta vez, a R. pediu três velas diferentes: uma com óleo de eucalipto, outra com óleo de hortelã-pimenta e outra com óleos de canela e de laranja doce.

a decoração foi deixada totalmente a nosso gosto e fizemo-la com muito carinho (como sempre), procurando combinar de forma harmoniosa os óleos com as flores secas de forma a que a R. gostasse de cada uma das suas velas.

gostámos muito de preparar esta encomenda que ainda vai viajar muito 👀 e tu, qual preferes?"
20260722_DbG5fRHgnnG_02.jpg,Velas,https://www.instagram.com/p/DbG5fRHgnnG/,2026-07-22,3024,3780,"✨ encomenda personalizada
desta vez, a R. pediu três velas diferentes: uma com óleo de eucalipto, outra com óleo de hortelã-pimenta e outra com óleos de canela e de laranja doce.

a decoração foi deixada totalmente a nosso gosto e fizemo-la com muito carinho (como sempre), procurando combinar de forma harmoniosa os óleos com as flores secas de forma a que a R. gostasse de cada uma das suas velas.

gostámos muito de preparar esta encomenda que ainda vai viajar muito 👀 e tu, qual preferes?"
20260722_DbG5fRHgnnG_03.jpg,Velas,https://www.instagram.com/p/DbG5fRHgnnG/,2026-07-22,3098,3872,"✨ encomenda personalizada
desta vez, a R. pediu três velas diferentes: uma com óleo de eucalipto, outra com óleo de hortelã-pimenta e outra com óleos de canela e de laranja doce.

a decoração foi deixada totalmente a nosso gosto e fizemo-la com muito carinho (como sempre), procurando combinar de forma harmoniosa os óleos com as flores secas de forma a que a R. gostasse de cada uma das suas velas.

gostámos muito de preparar esta encomenda que ainda vai viajar muito 👀 e tu, qual preferes?"
20260722_DbG5fRHgnnG_04.jpg,Velas,https://www.instagram.com/p/DbG5fRHgnnG/,2026-07-22,3098,3872,"✨ encomenda personalizada
desta vez, a R. pediu três velas diferentes: uma com óleo de eucalipto, outra com óleo de hortelã-pimenta e outra com óleos de canela e de laranja doce.

a decoração foi deixada totalmente a nosso gosto e fizemo-la com muito carinho (como sempre), procurando combinar de forma harmoniosa os óleos com as flores secas de forma a que a R. gostasse de cada uma das suas velas.

gostámos muito de preparar esta encomenda que ainda vai viajar muito 👀 e tu, qual preferes?"
20260722_DbG5fRHgnnG_05.jpg,Velas,https://www.instagram.com/p/DbG5fRHgnnG/,2026-07-22,3024,3780,"✨ encomenda personalizada
desta vez, a R. pediu três velas diferentes: uma com óleo de eucalipto, outra com óleo de hortelã-pimenta e outra com óleos de canela e de laranja doce.

a decoração foi deixada totalmente a nosso gosto e fizemo-la com muito carinho (como sempre), procurando combinar de forma harmoniosa os óleos com as flores secas de forma a que a R. gostasse de cada uma das suas velas.

gostámos muito de preparar esta encomenda que ainda vai viajar muito 👀 e tu, qual preferes?"
20260722_DbG5fRHgnnG_06.jpg,Velas,https://www.instagram.com/p/DbG5fRHgnnG/,2026-07-22,2906,3632,"✨ encomenda personalizada
desta vez, a R. pediu três velas diferentes: uma com óleo de eucalipto, outra com óleo de hortelã-pimenta e outra com óleos de canela e de laranja doce.

a decoração foi deixada totalmente a nosso gosto e fizemo-la com muito carinho (como sempre), procurando combinar de forma harmoniosa os óleos com as flores secas de forma a que a R. gostasse de cada uma das suas velas.

gostámos muito de preparar esta encomenda que ainda vai viajar muito 👀 e tu, qual preferes?"
20260722_DbG5fRHgnnG_07.jpg,Velas,https://www.instagram.com/p/DbG5fRHgnnG/,2026-07-22,2990,3736,"✨ encomenda personalizada
desta vez, a R. pediu três velas diferentes: uma com óleo de eucalipto, outra com óleo de hortelã-pimenta e outra com óleos de canela e de laranja doce.

a decoração foi deixada totalmente a nosso gosto e fizemo-la com muito carinho (como sempre), procurando combinar de forma harmoniosa os óleos com as flores secas de forma a que a R. gostasse de cada uma das suas velas.

gostámos muito de preparar esta encomenda que ainda vai viajar muito 👀 e tu, qual preferes?"
20250806_DNB9Uw6tBlQ_01.jpg,_por_rever,https://www.instagram.com/p/DNB9Uw6tBlQ/,2025-08-06,1152,1440,"🌺 testemunho da Inês 🌺
a @lucrescente já existe há alguns anos (incrível como o tempo passa!) e algumas pessoas são clientes desde o início. um projeto completamente familiar (quando ainda nem sequer era projeto) que foi crescendo e chegando a mais pessoas, muito graças a vocês.

a Inês é uma dessas pessoas que experimentou e ficou rendida desde a primeira encomenda (há mais de 3 anos) e, desde então, encomenda sempre os seus produtos preferidos para que nunca faltem, mesmo quando está a kms de distância!

muito obrigada pelo teu testemunho, querida Inês, e por escolheres a @lucrescente, pela tua saúde 🌺"
20260704_DaYIR1aDTEY_01.jpg,Cuidado Capilar,https://www.instagram.com/p/DaYIR1aDTEY/,2026-07-04,3098,3872,"🌱 amaciadores sólidos
-
esta manhã entregámos dois amaciadores à querida A., que é nossa cliente de longa data e que fez com que a irmã também se rendesse aos nossos produtos.
os nossos amaciadores contêm óleo essencial de lavanda e óleos vegetais de amêndoas doces e argão, que ajudam a garantir a hidratação profunda de todos os tipos de cabelo (incluíndo pintados e/ou descolorados). e a melhor parte é que se forem bem guardados depois de cada utilização, duram meeeeeses! 

+ ainda temos 6 disponíveis em stock, por isso é uma boa oportunidade para garantires que o teu cabelo vai estar saudável e hidratado durante este verão 🌞"
20260704_DaYIR1aDTEY_02.jpg,Cuidado Capilar,https://www.instagram.com/p/DaYIR1aDTEY/,2026-07-04,3024,3780,"🌱 amaciadores sólidos
-
esta manhã entregámos dois amaciadores à querida A., que é nossa cliente de longa data e que fez com que a irmã também se rendesse aos nossos produtos.
os nossos amaciadores contêm óleo essencial de lavanda e óleos vegetais de amêndoas doces e argão, que ajudam a garantir a hidratação profunda de todos os tipos de cabelo (incluíndo pintados e/ou descolorados). e a melhor parte é que se forem bem guardados depois de cada utilização, duram meeeeeses! 

+ ainda temos 6 disponíveis em stock, por isso é uma boa oportunidade para garantires que o teu cabelo vai estar saudável e hidratado durante este verão 🌞"
20260704_DaYIR1aDTEY_03.jpg,Cuidado Capilar,https://www.instagram.com/p/DaYIR1aDTEY/,2026-07-04,3024,3780,"🌱 amaciadores sólidos
-
esta manhã entregámos dois amaciadores à querida A., que é nossa cliente de longa data e que fez com que a irmã também se rendesse aos nossos produtos.
os nossos amaciadores contêm óleo essencial de lavanda e óleos vegetais de amêndoas doces e argão, que ajudam a garantir a hidratação profunda de todos os tipos de cabelo (incluíndo pintados e/ou descolorados). e a melhor parte é que se forem bem guardados depois de cada utilização, duram meeeeeses! 

+ ainda temos 6 disponíveis em stock, por isso é uma boa oportunidade para garantires que o teu cabelo vai estar saudável e hidratado durante este verão 🌞"
20260704_DaYIR1aDTEY_04.jpg,Cuidado Capilar,https://www.instagram.com/p/DaYIR1aDTEY/,2026-07-04,3024,3780,"🌱 amaciadores sólidos
-
esta manhã entregámos dois amaciadores à querida A., que é nossa cliente de longa data e que fez com que a irmã também se rendesse aos nossos produtos.
os nossos amaciadores contêm óleo essencial de lavanda e óleos vegetais de amêndoas doces e argão, que ajudam a garantir a hidratação profunda de todos os tipos de cabelo (incluíndo pintados e/ou descolorados). e a melhor parte é que se forem bem guardados depois de cada utilização, duram meeeeeses! 

+ ainda temos 6 disponíveis em stock, por isso é uma boa oportunidade para garantires que o teu cabelo vai estar saudável e hidratado durante este verão 🌞"
20260704_DaYIR1aDTEY_05.jpg,Cuidado Capilar,https://www.instagram.com/p/DaYIR1aDTEY/,2026-07-04,3024,3767,"🌱 amaciadores sólidos
-
esta manhã entregámos dois amaciadores à querida A., que é nossa cliente de longa data e que fez com que a irmã também se rendesse aos nossos produtos.
os nossos amaciadores contêm óleo essencial de lavanda e óleos vegetais de amêndoas doces e argão, que ajudam a garantir a hidratação profunda de todos os tipos de cabelo (incluíndo pintados e/ou descolorados). e a melhor parte é que se forem bem guardados depois de cada utilização, duram meeeeeses! 

+ ainda temos 6 disponíveis em stock, por isso é uma boa oportunidade para garantires que o teu cabelo vai estar saudável e hidratado durante este verão 🌞"
20251204_DR2ce2CDWF__01.jpg,_por_rever,https://www.instagram.com/p/DR2ce2CDWF_/,2025-12-04,1440,1345,"uma publicação diferente, para partilhar convosco um dia diferente...especial e marcante 🌻
alguns de vós conhecem-me e partilham a vida comigo, mais de perto, mas muitos não conhecem as outras facetas de quem está por trás do projeto ""lucrescente"". 

sou bióloga, investigadora, ecóloga, e no passado dia 28 defendi a minha tese de doutoramento em Biociências, na área da agroecologia. vivi estes últimos anos mergulhada em girassóis, polinizadores e conservação da natureza (além de muitas outras atividades, que um dia partilharei com mais calma...) 🌻

nesse dia, a minha filha celebrou os 19 anos. a minha grande companheira e braço direito na lucrescente, e em todos os projetos da minha vida. 💛

foi um dia cheio de emoção, nervos, concentração, orgulho e amizade. o culminar de muitos anos de trabalho e dedicação. 

agora talvez consigam entender e conhecer um pouco mais quem se ""esconde"" atrás deste projeto que envolve natureza, sustentabilidade e saúde 🌻🌱🐝"
20251204_DR2ce2CDWF__02.jpg,_por_rever,https://www.instagram.com/p/DR2ce2CDWF_/,2025-12-04,1440,1920,"uma publicação diferente, para partilhar convosco um dia diferente...especial e marcante 🌻
alguns de vós conhecem-me e partilham a vida comigo, mais de perto, mas muitos não conhecem as outras facetas de quem está por trás do projeto ""lucrescente"". 

sou bióloga, investigadora, ecóloga, e no passado dia 28 defendi a minha tese de doutoramento em Biociências, na área da agroecologia. vivi estes últimos anos mergulhada em girassóis, polinizadores e conservação da natureza (além de muitas outras atividades, que um dia partilharei com mais calma...) 🌻

nesse dia, a minha filha celebrou os 19 anos. a minha grande companheira e braço direito na lucrescente, e em todos os projetos da minha vida. 💛

foi um dia cheio de emoção, nervos, concentração, orgulho e amizade. o culminar de muitos anos de trabalho e dedicação. 

agora talvez consigam entender e conhecer um pouco mais quem se ""esconde"" atrás deste projeto que envolve natureza, sustentabilidade e saúde 🌻🌱🐝"
20251204_DR2ce2CDWF__03.jpg,_por_rever,https://www.instagram.com/p/DR2ce2CDWF_/,2025-12-04,1440,1920,"uma publicação diferente, para partilhar convosco um dia diferente...especial e marcante 🌻
alguns de vós conhecem-me e partilham a vida comigo, mais de perto, mas muitos não conhecem as outras facetas de quem está por trás do projeto ""lucrescente"". 

sou bióloga, investigadora, ecóloga, e no passado dia 28 defendi a minha tese de doutoramento em Biociências, na área da agroecologia. vivi estes últimos anos mergulhada em girassóis, polinizadores e conservação da natureza (além de muitas outras atividades, que um dia partilharei com mais calma...) 🌻

nesse dia, a minha filha celebrou os 19 anos. a minha grande companheira e braço direito na lucrescente, e em todos os projetos da minha vida. 💛

foi um dia cheio de emoção, nervos, concentração, orgulho e amizade. o culminar de muitos anos de trabalho e dedicação. 

agora talvez consigam entender e conhecer um pouco mais quem se ""esconde"" atrás deste projeto que envolve natureza, sustentabilidade e saúde 🌻🌱🐝"
20251204_DR2ce2CDWF__04.jpg,_por_rever,https://www.instagram.com/p/DR2ce2CDWF_/,2025-12-04,1440,1920,"uma publicação diferente, para partilhar convosco um dia diferente...especial e marcante 🌻
alguns de vós conhecem-me e partilham a vida comigo, mais de perto, mas muitos não conhecem as outras facetas de quem está por trás do projeto ""lucrescente"". 

sou bióloga, investigadora, ecóloga, e no passado dia 28 defendi a minha tese de doutoramento em Biociências, na área da agroecologia. vivi estes últimos anos mergulhada em girassóis, polinizadores e conservação da natureza (além de muitas outras atividades, que um dia partilharei com mais calma...) 🌻

nesse dia, a minha filha celebrou os 19 anos. a minha grande companheira e braço direito na lucrescente, e em todos os projetos da minha vida. 💛

foi um dia cheio de emoção, nervos, concentração, orgulho e amizade. o culminar de muitos anos de trabalho e dedicação. 

agora talvez consigam entender e conhecer um pouco mais quem se ""esconde"" atrás deste projeto que envolve natureza, sustentabilidade e saúde 🌻🌱🐝"
20251204_DR2ce2CDWF__05.jpg,_por_rever,https://www.instagram.com/p/DR2ce2CDWF_/,2025-12-04,1440,1920,"uma publicação diferente, para partilhar convosco um dia diferente...especial e marcante 🌻
alguns de vós conhecem-me e partilham a vida comigo, mais de perto, mas muitos não conhecem as outras facetas de quem está por trás do projeto ""lucrescente"". 

sou bióloga, investigadora, ecóloga, e no passado dia 28 defendi a minha tese de doutoramento em Biociências, na área da agroecologia. vivi estes últimos anos mergulhada em girassóis, polinizadores e conservação da natureza (além de muitas outras atividades, que um dia partilharei com mais calma...) 🌻

nesse dia, a minha filha celebrou os 19 anos. a minha grande companheira e braço direito na lucrescente, e em todos os projetos da minha vida. 💛

foi um dia cheio de emoção, nervos, concentração, orgulho e amizade. o culminar de muitos anos de trabalho e dedicação. 

agora talvez consigam entender e conhecer um pouco mais quem se ""esconde"" atrás deste projeto que envolve natureza, sustentabilidade e saúde 🌻🌱🐝"
20260303_DVbQpBUgpoV_01.jpg,Sprays,https://www.instagram.com/p/DVbQpBUgpoV/,2026-03-03,1440,1798,"🌱 spray relaxante ""noite tranquila"" 🌱
após algumas experiências e aperfeiçoamentos, finalmente podemos divulgar e partilhar o nosso spray terapêutico para acalmar e relaxar.

• pode ser colocado na almofada, nos lençóis ou nos cortinados antes de dormir, ou simplesmente no quarto para criar um ambiente tranquilo

• não mancha os tecidos, por isso podes aplicar onde mais te apetecer...diretamente na tua roupa e até no carro, por exemplo, se quiseres estar mais calma e confiante na hora de conduzir 🫶🏻

• preparado para poder ser utilizado no quarto do bebé, para noites mais relaxadas, graças aos óleos essenciais que compõem esta mistura

• frasco de vidro reutilizável (com desconto de reutilização sempre que quiseres recarregar)

• 8€ (100ml)

📩 envia mensagem para encomendar!

#naturalcare #essentialoils #calmness #wellbeing #babycare"
20260303_DVbQpBUgpoV_02.jpg,Sprays,https://www.instagram.com/p/DVbQpBUgpoV/,2026-03-03,1440,1798,"🌱 spray relaxante ""noite tranquila"" 🌱
após algumas experiências e aperfeiçoamentos, finalmente podemos divulgar e partilhar o nosso spray terapêutico para acalmar e relaxar.

• pode ser colocado na almofada, nos lençóis ou nos cortinados antes de dormir, ou simplesmente no quarto para criar um ambiente tranquilo

• não mancha os tecidos, por isso podes aplicar onde mais te apetecer...diretamente na tua roupa e até no carro, por exemplo, se quiseres estar mais calma e confiante na hora de conduzir 🫶🏻

• preparado para poder ser utilizado no quarto do bebé, para noites mais relaxadas, graças aos óleos essenciais que compõem esta mistura

• frasco de vidro reutilizável (com desconto de reutilização sempre que quiseres recarregar)

• 8€ (100ml)

📩 envia mensagem para encomendar!

#naturalcare #essentialoils #calmness #wellbeing #babycare"
20260303_DVbQpBUgpoV_03.jpg,Sprays,https://www.instagram.com/p/DVbQpBUgpoV/,2026-03-03,1440,1798,"🌱 spray relaxante ""noite tranquila"" 🌱
após algumas experiências e aperfeiçoamentos, finalmente podemos divulgar e partilhar o nosso spray terapêutico para acalmar e relaxar.

• pode ser colocado na almofada, nos lençóis ou nos cortinados antes de dormir, ou simplesmente no quarto para criar um ambiente tranquilo

• não mancha os tecidos, por isso podes aplicar onde mais te apetecer...diretamente na tua roupa e até no carro, por exemplo, se quiseres estar mais calma e confiante na hora de conduzir 🫶🏻

• preparado para poder ser utilizado no quarto do bebé, para noites mais relaxadas, graças aos óleos essenciais que compõem esta mistura

• frasco de vidro reutilizável (com desconto de reutilização sempre que quiseres recarregar)

• 8€ (100ml)

📩 envia mensagem para encomendar!

#naturalcare #essentialoils #calmness #wellbeing #babycare"
20260303_DVbQpBUgpoV_04.jpg,Sprays,https://www.instagram.com/p/DVbQpBUgpoV/,2026-03-03,1440,1798,"🌱 spray relaxante ""noite tranquila"" 🌱
após algumas experiências e aperfeiçoamentos, finalmente podemos divulgar e partilhar o nosso spray terapêutico para acalmar e relaxar.

• pode ser colocado na almofada, nos lençóis ou nos cortinados antes de dormir, ou simplesmente no quarto para criar um ambiente tranquilo

• não mancha os tecidos, por isso podes aplicar onde mais te apetecer...diretamente na tua roupa e até no carro, por exemplo, se quiseres estar mais calma e confiante na hora de conduzir 🫶🏻

• preparado para poder ser utilizado no quarto do bebé, para noites mais relaxadas, graças aos óleos essenciais que compõem esta mistura

• frasco de vidro reutilizável (com desconto de reutilização sempre que quiseres recarregar)

• 8€ (100ml)

📩 envia mensagem para encomendar!

#naturalcare #essentialoils #calmness #wellbeing #babycare"
20260125_DT8hGYyjUkP_01.jpg,Velas,https://www.instagram.com/p/DT8hGYyjUkP/,2026-01-25,640,1136,"🎋 bonita, cheirosa, única e saudável...perfeita!🎋 
#aromatherapy #naturalcandles #handmade #christmastime"
20260305_DVgxRPrAnVg_01.jpg,Velas,https://www.instagram.com/p/DVgxRPrAnVg/,2026-03-05,1440,1920,"🪻 miminho personizado para uma mana 🪻
ainda na época natalícia, a M. contactou-nos por mensagem privada para preparar uma prendinha para a irmã. 

escolheu uma das nossas taças decorativas e pediu-nos uma vela personalizada: em tons de roxo e violeta, com um aroma adocicado, suave e aconchegante, e uma pequena mensagem escrita ""és especial"".

deixou toda a criação ao nosso gosto: assim, escolhemos a mistura muito agradável dos óleos essenciais de laranja e de canela, e criámos uma decoração natural com muitas flores nos tons pedidos, para que ficasse bem floral. adicionámos os toques dourados de pedrinhas e de flocos ecológicos, e escrevemos a mensagem à mão e harmonizada tanto com a vela como com a taça. 

gostámos tanto do processo e também do resultado final! 💜 a M. também adorou!🪻

#naturalcandles #flowers #wellness #soycandles #essentialoils"
20260305_DVgxRPrAnVg_02.jpg,Velas,https://www.instagram.com/p/DVgxRPrAnVg/,2026-03-05,1440,1920,"🪻 miminho personizado para uma mana 🪻
ainda na época natalícia, a M. contactou-nos por mensagem privada para preparar uma prendinha para a irmã. 

escolheu uma das nossas taças decorativas e pediu-nos uma vela personalizada: em tons de roxo e violeta, com um aroma adocicado, suave e aconchegante, e uma pequena mensagem escrita ""és especial"".

deixou toda a criação ao nosso gosto: assim, escolhemos a mistura muito agradável dos óleos essenciais de laranja e de canela, e criámos uma decoração natural com muitas flores nos tons pedidos, para que ficasse bem floral. adicionámos os toques dourados de pedrinhas e de flocos ecológicos, e escrevemos a mensagem à mão e harmonizada tanto com a vela como com a taça. 

gostámos tanto do processo e também do resultado final! 💜 a M. também adorou!🪻

#naturalcandles #flowers #wellness #soycandles #essentialoils"
20260305_DVgxRPrAnVg_03.jpg,Velas,https://www.instagram.com/p/DVgxRPrAnVg/,2026-03-05,1440,1920,"🪻 miminho personizado para uma mana 🪻
ainda na época natalícia, a M. contactou-nos por mensagem privada para preparar uma prendinha para a irmã. 

escolheu uma das nossas taças decorativas e pediu-nos uma vela personalizada: em tons de roxo e violeta, com um aroma adocicado, suave e aconchegante, e uma pequena mensagem escrita ""és especial"".

deixou toda a criação ao nosso gosto: assim, escolhemos a mistura muito agradável dos óleos essenciais de laranja e de canela, e criámos uma decoração natural com muitas flores nos tons pedidos, para que ficasse bem floral. adicionámos os toques dourados de pedrinhas e de flocos ecológicos, e escrevemos a mensagem à mão e harmonizada tanto com a vela como com a taça. 

gostámos tanto do processo e também do resultado final! 💜 a M. também adorou!🪻

#naturalcandles #flowers #wellness #soycandles #essentialoils"
20260305_DVgxRPrAnVg_04.jpg,Velas,https://www.instagram.com/p/DVgxRPrAnVg/,2026-03-05,1440,1920,"🪻 miminho personizado para uma mana 🪻
ainda na época natalícia, a M. contactou-nos por mensagem privada para preparar uma prendinha para a irmã. 

escolheu uma das nossas taças decorativas e pediu-nos uma vela personalizada: em tons de roxo e violeta, com um aroma adocicado, suave e aconchegante, e uma pequena mensagem escrita ""és especial"".

deixou toda a criação ao nosso gosto: assim, escolhemos a mistura muito agradável dos óleos essenciais de laranja e de canela, e criámos uma decoração natural com muitas flores nos tons pedidos, para que ficasse bem floral. adicionámos os toques dourados de pedrinhas e de flocos ecológicos, e escrevemos a mensagem à mão e harmonizada tanto com a vela como com a taça. 

gostámos tanto do processo e também do resultado final! 💜 a M. também adorou!🪻

#naturalcandles #flowers #wellness #soycandles #essentialoils"
